Åvs,Ort,Glas,Kartong,Metall,Blandplast,Tidningar,Latitud decimal,Longitud decimal
Gunnarskog Thybergs affär St Årbotten 1:80,Gunnarskog,x,x,x,x,x,59.79528,12.60889
"Arvika, Dottevik 2:77",Arvika,x,x,x,x,x,59.63861,12.61556
Edane Edanevägen 1:322,Edane,x,x,x,x,x,59.62833,12.82611
"Arvika Solbergastaden 1:4, Cirkusplatsen ",Arvika,x,x,x,x,x,59.65194,12.60111
Mossebergs (ÅVC),Arvika,x,x,x,x,x,59.67667,12.58806
"Glava, Industrigatan",Glava,x,x,x,x,x,59.54722,12.56667
Idrottsvägen,Charlottenberg,x,x,x,x,x,59.88472,12.31000
Källgatan,Charlottenberg,x,x,x,x,x,59.87694,12.28472
Bruksgatan,Koppom,x,x,x,x,x,59.70750,12.15028
Centrum,Skillingsfors,x,x,x,x,x,59.81806,12.00917
Fridensgatan,Åmotfors,x,x,x,x,x,59.76472,12.35306
Älvuddsgatan,Åmotfors,x,x,x,x,x,59.76167,12.36361
Eda Glasbruk,Eda,x,x,x,x,x,59.92111,12.26361
Lunden(ÅVC),Lunden,x,x,"",x,x,59.77278,12.18972
OK,Filipstad,x,x,x,x,x,59.71306,14.15306
P-plats,Filipstad,x,x,x,x,x,59.70361,14.16833
Kommunförrådet,Lesjöfors,x,x,x,x,x,59.97889,14.18361
P-plats Konsum,Nykroppa,x,x,x,x,x,59.62417,14.30556
Torget,Persberg,x,x,x,x,x,59.74972,14.25722
Långskogen (ÅVC),Filipstad,x,x,x,x,x,59.78667,14.26750
Åsenleden,Filipstad,x,x,x,x,x,59.71667,14.18333
Deje;Järnvägskiosken,Deje,x,x,x,x,x,59.60278,13.47222
Katrinebergs återvinningscentral (ÅVC),Deje,x,x,x,x,x,59.61000,13.50472
Dejefors; Närlivs,Deje,x,x,x,x,x,59.60861,13.47250
Forshaga; Grossbolsskolan,Forshaga,x,x,x,x,x,59.53667,13.48083
Olsäter; Olsäters Handel,Olsäter,x,x,x,x,x,59.71694,13.49556
Skived; Coop Nära,Forshaga,x,x,x,x,x,59.52056,13.48083
Coop Konsum Centrum,Forshaga,x,"","","","",59.53167,13.48000
Dömle Herrgård,Deje,x,"","","","",59.59806,13.42278
Grums; Björknäsgatan,Grums,x,x,x,x,x,59.34056,13.09778
Grums centrum,Grums,x,x,x,x,x,59.35139,13.11194
Grums; Ica Orrby,Grums,x,x,x,x,x,59.34694,13.10111
Grums; Åsgatan,Grums,x,x,x,x,x,59.35333,13.10750
Segmons centrum,Segmon,x,x,x,x,x,59.27528,13.04028
Värmskog; mittemot Liljenäs skola,Värmskog,x,x,x,x,x,59.45278,12.90861
Karlbergs avfallsstation (ÅVC),Grums,x,x,x,x,x,59.36306,13.13000
Slottsbron,Grums,x,x,x,x,x,59.32333,13.09583
ICA p-plats,Ekshärad,x,x,x,x,x,60.17250,13.49417
Konsum p-plats,Ekshärad,x,x,x,x,x,60.17639,13.49472
Görsjövägen (Molkers),Hagfors,x,x,x,x,x,60.04194,13.70361
Stjärnsnäs,Hagfors,x,x,x,x,x,60.04389,13.67917
"Råda, Åhströms livs",Råda,x,x,x,x,x,60.00944,13.59889
Konsum Lillhem,Sunnemo,x,x,x,x,x,59.88583,13.72111
Uddeholm,Uddeholm,x,x,x,x,x,60.02750,13.62306
Holkesmossen (ÅVC),Hagfors,x,"",x,x,"",60.03944,13.73806
Ekshärad (ÅVC),Ekshärad,x,x,x,x,x,60.16861,13.49528
Gustafsforsvägen 2-6,Hagfors,x,x,x,x,x,60.03611,13.70278
ICA Hagfors,Hagfors,x,x,x,x,x,60.03417,13.69528
Hagälvsvägen ,Hagfors,x,x,x,x,x,60.01861,13.68528
Hammar; förskolan,Hammarö,x,x,x,x,x,59.33500,13.50750
Lövnäs; Ica Lövnäs,Hammarö,x,x,x,x,x,59.32861,13.52750
Skoghalls centrum,Skoghall,x,x,x,x,x,59.32556,13.46278
Hammarö ÅVC,Hammarö,x,x,x,x,x,59.33194,13.47083
Nolgård; Coop Extra,Hammarö,x,x,x,x,x,59.34389,13.50528
Alster; Lantmännen,Alster,x,x,x,x,x,59.40056,13.61083
Råtorp,Karlstad,x,x,x,x,x,59.41056,13.48500
Stockfallet,Karlstad,x,x,x,x,x,59.41167,13.54639
Lorensberg,Karlstad,x,x,x,x,x,59.40028,13.53833
Herrhagen,Karlstad,x,x,x,x,x,59.37278,13.51806
Våxnäs centrum,Våxnäs,x,x,x,x,x,59.38389,13.46167
Hagaborg; P-plats,Karlstad,x,x,x,x,x,59.38722,13.51806
Kroppkärr,Karlstad,x,x,x,x,x,59.40000,13.54861
Norrstrand,Karlstad,x,x,x,x,x,59.39472,13.52472
Sundsta; bakom Statoil,Karlstad,x,x,x,x,x,59.39333,13.51444
Edsvalla,Edsvalla,x,x,x,x,x,59.43972,13.20944
Farmtrade,Väse,x,x,x,x,x,59.37972,13.84972
Vallargärdet; Ica Mossbergs Livs,Ulvsbyn,x,x,x,x,x,59.47694,13.58472
Skattkärr; Konsum,Skattkärr,x,x,x,x,x,59.41361,13.67444
Skåre centrum; Ica Hallen,Skåre,x,x,x,x,x,59.43556,13.43944
Ilanda köpcentrum,Skåre,x,x,x,x,x,59.43028,13.41278
ÅVC Djupdalen (ÅVC),Karlstad,x,x,x,x,x,59.44194,13.50583
ÅVC Heden (ÅVC),Karlstad,x,x,x,x,x,59.38750,13.56889
Molkom; grusplanen,Molkom,x,x,x,x,x,59.60611,13.73583
ÅVC Vålberg (ÅVC),Vålberg,x,x,x,x,x,59.38417,13.18889
Rud,Karlstad,x,x,x,x,x,59.40611,13.51889
Viken; vid Postiljohan,Karlstad,x,x,x,x,x,59.37722,13.50333
Lidl Rattgatan,Karlstad,x,x,x,x,x,59.38639,13.47639
ÅVC Molkom,Molkom,x,x,x,x,x,59.60778,13.74278
Mariedalsgatan HSB Haga,Karlstad,x,"","","","",59.38083,13.51361
Banjogatan,Karlstad,x,"","","","",59.39722,13.56167
Flöjtgatan,Karlstad,x,"","","","",59.39972,13.57194
Kronoparken,Karlstad,x,x,x,x,x,59.40028,13.59111
Färjestad; vid travbanan,Karlstad,x,x,x,x,x,59.40667,13.50722
Vålberg; mittemot ishallen,Vålberg,x,x,x,x,x,59.40250,13.18750
Flygfältsvägen,Karlstad,x,x,x,x,x,59.36111,13.47250
Lamberget,Karlstad,x,x,x,x,x,59.38028,13.53306
Klara; vid Tingvalla IP,Karlstad,x,x,x,x,x,59.38528,13.49056
Dalliden; värmecentralen,Kil,x,x,x,x,x,59.49778,13.31833
Fagerås ,Fagerås,x,x,x,x,x,59.52028,13.22694
Kils centrum; Systembolaget,Kil,x,x,x,x,x,59.50472,13.32056
Karlslund; värmecentralen,Kil,x,x,x,x,x,59.50583,13.31083
Mon,Kil,x,x,x,x,x,59.50917,13.33278
Kils centrum; Willys,Kil,x,x,x,x,x,59.49944,13.31667
Norra Stenåsen,Kil,x,x,x,x,x,59.50167,13.33972
Lersätter,Kil,x,x,x,x,x,59.50056,13.29944
Högboda; macken,Högboda,x,x,x,x,x,59.55944,13.03667
Lersätter (ÅVC),Kil,x,x,x,x,x,59.50806,13.28472
ICA,Kil,x,"","","","",59.50389,13.31444
Björneborg,Björneborg,x,x,x,x,x,59.24278,14.25278
Bäckhammar,Bäckhammar,x,x,x,x,x,59.16028,14.19028
Gaterud,Kristinehamn,x,x,x,x,x,59.25250,14.12250
Axvallagatan Malmen,Kristinehamn,x,x,x,x,x,59.30250,14.11694
Djurgårdsvägen,Kristinehamn,x,x,x,x,x,59.29972,14.09306
Karlagatan,Kristinehamn,x,x,x,x,x,59.31889,14.13694
Mejerigatan ,Kristinehamn,x,x,x,x,x,59.31417,14.10222
Nolbygatan,Kristinehamn,x,x,x,x,x,59.32000,14.09639
Prästgatan,Kristinehamn,x,x,x,x,x,59.31250,14.11194
S:a Staketgatan,Kristinehamn,x,x,x,x,x,59.30667,14.10611
Sandfallsvägen,Kristinehamn,x,x,x,x,x,59.32667,14.11472
Storängsgatan ,Kristinehamn,x,x,x,x,x,59.30861,14.12944
Vålösundsvägen P-plats. CSS,Kristinehamn,x,x,x,x,x,59.28722,14.05333
Östanvinden ,Kristinehamn,x,x,x,x,x,59.33333,14.08833
Nybble,Nybble,x,x,x,x,x,59.10083,14.16250
Skottlanda,Skottlanda,x,x,x,x,x,59.09806,14.27000
Ölme Stolpen,Ölme,x,x,x,x,x,59.36944,14.01111
Ölme Rudsberg,Kristinehamn,x,x,x,x,x,59.36500,13.93333
Kurlandaallén ,Kristinehamn,x,x,x,x,x,59.29944,14.11222
Skogsgatan,Kristinehamn,x,x,x,x,x,59.31917,14.11056
"Strandmossen, ÅVC privat",Kristinehamn,x,x,x,x,x,59.35333,14.10389
ICA Maxi,Kristinehamn,x,x,x,x,x,59.31194,14.12750
Munkfors Centrum,Munkfors,x,x,x,x,x,59.83583,13.54722
"Munkerud,LM Bil",Munkfors,x,x,x,x,x,59.83056,13.52083
Munkfors (ÅVC),Munkfors,x,x,x,x,x,59.81528,13.50944
"infarten, Kyrksten ",Kyrksten,x,x,x,x,x,59.43556,14.39528
Storfors Coop P-plats,Storfors,x,x,x,x,x,59.53028,14.27222
ICA Nära,Storfors,x,x,x,x,x,59.53611,14.28083
Storfors Uddvägen/Kvarnvägen,Storfors,x,x,x,x,x,59.52778,14.26056
Gräsmark,Gräsmark,x,x,x,x,x,59.94194,12.90917
Lysvik,Lysvik,x,x,x,x,x,60.00833,13.14056
Lövåsen,Lövåsen,x,x,x,x,x,59.99333,13.29417
Rottneros,Rottneros,x,x,x,x,x,59.79167,13.10500
Stöpafors,Stöpafors,x,x,x,x,x,59.96028,13.10556
Möbelhuset,Sunne,x,x,x,x,x,59.83639,13.12917
Sunne,Sunne,x,x,x,x,x,59.84333,13.16417
V:a Ämtervik,V:a Ämtervik,x,x,x,x,x,59.73444,13.13306
Ö:a Ämtervik,Ö:a Ämtervik,x,x,x,x,x,59.73472,13.20667
Mallbacken,Mallbacken,x,x,x,x,x,59.98806,13.21833
Holmby (ÅVC),Sunne,x,x,x,x,x,59.86000,13.10944
PeKå:s,Sunne,x,"","","","",59.84333,13.12667
Hotel Selma Lagerlöf,Sunne,x,"","","","",59.82722,13.13444
Selma Lagerlöf Spa,Sunne,x,"","","","",59.76250,13.17972
Lysvik,Sunne,x,"","","","",60.01444,13.12750
Rottneros Park,Rotnneros,x,"","","","",59.80056,13.12444
Botilsäters Lanthandel,Botilsäter,x,x,x,x,x,59.04722,13.07583
Lanthandeln,Långserud,x,x,x,x,x,59.27333,12.66000
Idrottsplatsen,Nysäter,x,x,x,x,x,59.28639,12.77194
Svankogs bruk,Svanskog,x,x,x,x,x,59.17917,12.55250
Annelundstorget,Säffle,x,x,x,x,x,59.13889,12.90889
Järnvägsgatan,Säffle,x,x,x,x,x,59.12972,12.91611
Tegnérskolan,Säffle,x,x,x,x,x,59.12944,12.94222
Gamla järnvägsstationen,Värmlandsbro,x,x,x,x,x,59.18611,13.01500
Norrlandsvägen 31,Säffle,x,x,x,x,x,59.13944,12.93278
Ambjörby ICA affären,Ambjörby,x,x,x,x,x,60.49750,13.16889
Bograngen servicehuset,Bograngen,x,x,x,x,x,60.70194,12.59361
Branäs Toppen,Branäs,x,x,x,x,x,60.64750,12.93694
Höljes Ica affären,Höljes,x,x,x,x,x,60.89806,12.59750
Lekvattnet affären,Lekvattnet,x,x,x,x,x,60.19028,12.67278
Likenäs Ica affären,Likenäs,x,x,x,x,x,60.61583,13.04167
Ransby Ica affären,Ransby,x,x,x,x,x,60.67611,12.94722
Rådom Skolan,Rådom,x,x,x,x,x,60.18167,12.90722
"Konsum, Torget",Stöllet,x,x,x,x,x,60.41083,13.27111
"Brandstationen, Industriområdet",Sysslebäck,x,x,x,x,x,60.73222,12.86472
Sörmark Bron,Sörmark,x,x,x,x,x,60.23833,12.84306
Torsby Toria Center ICA Toria,Torsby,x,x,x,x,x,60.13028,12.99139
Torsby Konsum,Torsby,x,x,x,x,x,60.13639,13.00556
Vitsand affären,Vitsand,x,x,x,x,x,60.34361,12.97778
Röjdåforsvägen 1,Östmark,x,x,x,x,x,60.27917,12.76028
Stöllet (ÅVC),Stöllet,x,x,x,x,x,60.40583,13.26833
Vägsjöfors Statoil,Vägsjöfors,x,x,x,x,x,60.27500,13.02917
Alstigen (ÅVC),Torsby,x,"",x,x,x,60.14528,12.99861
Sysslebäck (ÅVC),Sysslebäck,x,x,x,x,x,60.71750,12.87667
Blomskog Trättlanda lanthandel,Blomskog,x,x,x,x,x,59.28278,12.03167
Holmedal,Selen,x,x,x,x,x,59.46917,11.98806
Lennartsfors Fd brandstationen,Lennartsfors,x,x,x,x,x,59.31694,11.89861
Sillerud ICA Svensbyn,Sillerud,x,x,x,x,x,59.32028,12.31167
Töcksfors Brandstationen,Töcksfors,x,x,x,x,x,59.50889,11.84111
Årjäng Backa industriområde,Årjäng,x,x,x,x,x,59.39667,12.13222
Östervallaskog Lanthandeln,Östervallskog,x,x,x,x,x,59.64306,11.86083
Furskog (ÅVC),Årjäng,x,x,x,x,x,59.38583,12.04500
Töcksfors (ÅVC),Töckfors,x,x,x,x,x,59.51222,11.82306
Hämnäs,Årjäng,x,x,x,x,x,59.52167,12.05139
"Balsjö, Balsjö Bensin & Handel",Bjurholm,x,x,x,x,x,63.84917,19.26250
"Agnäs, Bagarstugan",Bjurholm,x,x,x,x,x,63.84944,19.26278
"Bjurholm, Ledningscentralen",Bjurholm,x,x,x,x,x,63.93278,19.21583
Kyrktjärns (ÅVC),Bjurholm,x,x,x,x,x,63.92028,19.28639
Dorotea Byvägen,Dorotea,x,x,x,x,x,64.26722,16.41639
Dorotea ,Dorotea,x,x,x,x,x,64.25917,16.41639
Dorotea Sofiavägen/Ugglestigen,Dorotea,x,x,x,x,x,64.26278,16.40194
Laiksjö,Laiksjö,x,x,x,x,x,64.22611,16.54389
Svanabyn,Svanavattnet,x,x,x,x,x,64.10222,16.64361
ÅVC Borgafjäll,Borgafjäll,"",x,x,x,"",64.83694,15.13667
"Björksele, Björksele Livs",Björksele,x,x,x,x,x,64.98722,18.51500
"Bratten, Affären f.d.",Lycksele,x,x,x,x,x,64.51889,18.39583
"Lycksele, Ica Forsdala Livs",Lycksele,x,x,x,x,x,64.57889,18.67889
"Hedlunda, Hedlundaskolan",Lycksele,x,x,x,x,x,64.53861,18.71833
"Knaften, Affären f.d.",Lycksele,x,x,x,x,x,64.44889,18.62306
"Kristineberg, Konsum",Kristineberg,x,x,x,x,x,65.06056,18.57611
"Furuvik, Industrivägen",Lycksele,x,x,x,x,x,64.58167,18.70333
"Norrbyberg, Affären",Blåviksjön,x,x,x, ,x,64.92028,18.24833
"Norrmalm, Ica Norrmalm",Lycksele,x,x,x,x,x,64.59722,18.70306
"Södermalm, ICA Supermarket",Lycksele,x,x,x,x,x,64.58778,18.66389
"Södermalm, Prästbolsvägen",Lycksele,x,x,x,x,x,64.59528,18.66556
ICA Kvantum ,Lycksele,x,x,x,x,x,64.59444,18.68083
Lycksele (ÅVC),Lycksele,x,x,x,x,x,64.59750,18.78139
"Villaryd, Villaryds Jourlivs",Lycksele,x,x,x,x,x,64.58917,18.67889
"Rusksele, Ica Rusksele",Rusksele,x,x,x,x,x,64.81444,18.89694
"Ruskträsk, Byastugan",Lycksele,x, , , ,"",64.81806,18.74611
"V. Örträsk, Örträsk Bensin & H.",Örträsk,x,x,x,x,x,64.13278,18.93889
"Ö. Örträsk, Industrihuset",Örträsk,x,x,x,x,x,64.13722,18.98639
"Norrmalm, Brandstationen",Lycksele,x,x,x,x,x,64.59083,18.69556
"Kattisavan, Kattisavan Camping",Lycksele,x,x,x,x,x,64.75306,18.16500
Kristineberg ÅVC,Kristineberg,x,x,x,x,x,65.05639,18.58528
"Adak, Reningsverket",Adak,x,x,x,x,x,65.34722,18.58917
Fårträsk,Malå,x,x,x,x,x,65.15306,18.68694
Malå - Vännäs,Malå,x,x,x,x,x,65.22861,18.40889
"Malå, Folkets Hus",Malå,x,x,x,x,x,65.18889,18.74917
Malå ÅVC,Malå,x,x,x,x,x,65.18722,18.75889
"Brattfors, ICA Pers Livs",Nordmaling,x,x,x,x,x,63.64167,19.62389
"Gräsmyr, Lundins Bensin & Livs",Gräsmyr,x,x,x,x,x,63.76944,19.62083
Hörnsjö,Nordmaling,x,x,x,x,x,63.79333,19.50889
"Lögdeå, Skolan",Lögdeå,x,x,x,x,x,63.54833,19.38417
"Nordmaling, Brandstationen",Nordmaling,x,x,x,x,x,63.56861,19.49222
"Nordmaling, Värmeverket",Nordmaling,x,x,x,x,x,63.56389,19.50222
"Nyåker, Isbanan",Nyåker,x,x,x,x,x,63.76083,19.31361
"Rundvik, Konsum",Rundvik,x,x,x,x,x,63.54139,19.43833
"Bastuträsk, Centrum",Bastuträsk,x,x,x,x,x,64.78833,20.05194
"Bjurträsk, Affären f.d.",Norsjö,x,x,x,x,x,64.97083,19.71528
"Kusfors, Björks Lanthandel",Boliden,x,x,x,x,x,64.94028,19.99528
"Kvarnåsen, Erikssons Div.handel",Norsjö,x,x,"",x,x,64.94333,19.06444
"Norsjö, Kommunförrådet (ÅVC)",Norsjö,x,x,x,x,x,64.90833,19.48750
"Bygdeå, Träbiten AB",Bygdeå,x,x,x,x,x,64.05778,20.85194
"Robetsfors, Busstation",Robertsfors,x,x,x,x,x,64.19250,20.84667
"Robertsfors, Ica Diamanten",Robertsfors,x,x,x,x,x,64.19417,20.84833
"Överklinten, Konsum",Robertsfors,x,x,x,x,x,64.24333,20.66139
"Åkullsjön, Vindelnvägen",Robertsfors,x,x,x,x,x,64.26583,20.48889
"Ånäset, Industriområdet",Ånäset,x,x,x,x,x,64.27944,21.05806
Robertsfors ÅVC,Robertsfors,"","","","",x,64.22194,20.86056
"Bergsbyn, Järnvägen/Dammen",Skellefteå,x,x,x,x,x,64.72333,21.07806
"Boliden, Föreningssparbanken",Boliden,x,x,x,x,x,64.86722,20.38750
"Bureå, Myggvalla IP P-plats",Bureå,x,x,x,x,x,64.61417,21.20306
"Burträsk, Bagarstugan",Burträsk,x,x,x,x,x,64.52389,20.65472
"Bygdsiljum, OK-Q8 (Aut)",Bygdsiljum,x,x,x,"",x,64.35361,20.50500
"Byske, Statoil",Byske,x,x,x,x,x,64.95556,21.21056
"Fällfors, Tankomat",Fällfors,x,x,x,x,x,65.12583,20.80833
"Jörn, C-Snabb f.d.",Jörn,x,x,x,x,x,65.05972,20.03917
"Kåge, Industrihuset",Kåge,x,x,x,x,x,64.83194,20.98639
"Lövånger, Brandstation",Lövånger,x,x,x,x,x,64.37056,21.30778
"Norrböle, Norrvallagat./Vallgatan",Skellefteå,x,x,x,x,x,64.75694,20.97167
"Skelleftehamn, Ica Holmgrens",Skelleftehamn,x,x,x,x,x,64.68667,21.23833
"Morö Backe, Ö. Leden/Höjdgatan",Skellefteå,x,x,x,x,x,64.76028,21.00861
"Morö Backe, Svedjev./Höjdgatan",Skellefteå,x,x,x,x,x,64.75222,21.03694
"Anderstorp, Coop Forum",Skellefteå,x,x,x,x,x,64.73750,20.96833
"Älvsbacka, Korv Ivars",Skellefteå,x,x,x,x,x,64.75083,20.98000
"Prästbordet, Ica Kvantum",Skellefteå,x,x,x,x,x,64.75611,20.91778
"Moröhöjden, Ica Supermarket",Skellefteå,x,x,x,x,x,64.75167,21.01028
"Sunnanå, Rimi f.d.",Skellefteå,x,x,x,x,x,64.74056,20.93472
"Skråmträsk, Kvarnhallen",Skellefteå,x,x,x,x,x,64.68583,20.60333
"Ursviken, Riobacken",Ursviken,x,x,x,x,x,64.70528,21.17917
"Anderstorp, Handlar´n",Skellefteå,x,x,x,x,x,64.74500,20.98972
"Medle, Medle Livs",Skellefteå,x,x,x,x,x,64.74528,20.76056
"Sörböle, Slädgatan",Skellefteå,x,x,x,x,x,64.74417,20.95000
"Skelleftehamn, Hörnan",Skelleftehamn,x,x,x,x,x,64.69250,21.23306
"Skellefteå, Degermyran (ÅVC)",Skellefteå,x,x,"","",x,64.77000,21.03306
Boliden ÅVC,Boliden ,x,x,x,x,x,64.86167,20.38861
Burträsk ÅVC,Burträsk,x,x,x,x,x,64.51306,20.62472
Byske ÅVC,Byske,x,x,x,x,x,64.94722,21.18583
Jörn ÅVC,Jörn,x,x,x,x,x,65.04694,20.03833
Lövånger ÅVC,Lövånger,x,x,x,x,x,64.36556,21.30611
Bureå ÅVC ,Bureå,x,x,x,x,x,64.61278,21.18806
Clemensnäs/Ursviken ÅVC,Clemensnäs,x,x,x,x,x,64.71000,21.15944
Erikslid,Skellefteå,x,x,x,x,x,64.76222,20.95222
Solbackens köpcentrum,Skellefteå,x,x,x,x,x,64.76694,21.02611
Södra Järnvägsgatan,Skellefteå,x,x,x,x,x,64.75389,20.94694
"Ammarnäs, Reningsverket/Brands",Ammarnäs,x,x,x,x,x,65.95944,16.20528
"Brattnicksele, Vintervägen",Blattnicksele,x,x,x,x,x,65.33944,17.58806
"Gargnäs, Gargnäs Elektriska",Gargnäs,x,x,x,x,x,65.30722,17.96917
"Sorsele, Busstation",Sorsele,x,x,x,x,x,65.53611,17.53111
Sorsele ÅVC,sorsele,"",x,x,x,x,65.53000,17.60667
"Sorsele, Derobs fastigheter",Sorsele,x,x,x,x,x,65.53167,17.53972
"Gunnarn, Konsum",Gunnarn,x,x,x,x,x,65.00639,17.67833
"Hemavan, Avloppsreningsverket",Hemavan,x,x,x,x,x,65.81500,15.08139
"Slussfors, Slussfors Boa",Slussfors,x,x,x,x,x,65.43083,16.24806
"Stensele, Ica Nära",Stensele,x,x,x,x,x,65.06861,17.14694
"Storuman, Storhälla IP",Storuman,x,x,x,x,x,65.09000,17.10556
"Storuman, Järnvägsgatan 9",Storuman,x,x,x,x,x,65.09528,17.10917
"Storuman, innanför ÅVC",Storuman,x,"",x,x,"",65.09194,17.09694
Åskilje,Åskilje,x,x,x,x,x,64.90750,17.86333
Tärnaby,Tärnaby,x,x,x,x,x,65.70917,15.24889
"Ålidhem, Biologigränd 18",Umeå,x,x,x,x,x,63.80806,20.31028
"Carlslid, OK-Q8",Umeå,x,x,x,x,x,63.81083,20.32889
"Sofiehem, Tallvägen/Sofiehemsvägen",Umeå,x,x,x,x,x,63.81250,20.29833
"Ålidhem, Kuratorvägen",Umeå,x,x,x,x,x,63.81694,20.32139
Berghem OK/Q8,Umeå,"",x, , ,x,63.82528,20.29528
"Berghem, Nydalavägen 43",Umeå,x,x,x,x,x,63.82944,20.30417
"Brännland, Konsum",Umeå,x,x,x,x,x,63.87528,20.06111
"Ersboda, Konsum",Umeå,x,x,x,x,x,63.85694,20.33306
"Ersboda, Spanngränd 1",Umeå,x,x,x,x,x,63.85889,20.33444
"Grubbe, Frendo",Umeå,x,x,x,x,x,63.83361,20.20528
"Grisbacka, Statoil /Sandåkerns IP",Umeå,x,x,x,x,x,63.83444,20.23111
"Hissjö, ICA Hissjö Handel",Umeå,x,x,x,x,x,63.93917,20.15972
"Holmsund, Sporthallen",Holmsund,x,x,x,x,x,63.71611,20.37056
"Holmsund, Anders Ersvägen/Bångvägen",Holmsund,x,x,x,x,x,63.69806,20.37917
"Holmsund, Lärkvägen 1",Holmsund,x,x,x,x,x,63.71528,20.38444
"Holmsund, Solbackavägen/Bräntevägen",Holmsund,x,x,x,x,x,63.70444,20.37778
"Holmsund, Trädgårdsgatan 2",Holmsund,x,x,x,x,x,63.70833,20.36694
"Hörnefors, Österlånggatan",Hörnefors,x,x,x,x,x,63.63111,19.92278
"Mariehem, Mariehemsvägen 9",Umeå,x,x,x,x,x,63.83389,20.33000
Obbola,Obbola,x,x,x,x,x,63.70694,20.31056
"Röbäck, ICA Röbäck",Röbäck,x,x,x,x,x,63.80889,20.18750
Rödåsel,Tavelsjö,x,x,x,x,x,64.08778,19.95278
"Sävar, Kiosken",Sävar,x,x,x,x,x,63.90167,20.55778
"Sävar, ICA Sävar",Sävar,x,x,x,x,x,63.90111,20.54972
"Sörmjöle, ICA Tornet",Umeå,x,x,x,x,x,63.68222,20.00250
Täfteå ICA Nära,Täfteå,x,x,x,x,x,63.83778,20.48528
"Umedalen, Musköten",Umeå,x,x,x,x,x,63.83778,20.17222
"Umedalen, Umedalsallén/Kullavägen",Umeå,x,x,x,x,x,63.84444,20.16111
"Umedalen, Närbutik",Umeå,x,x,x,x,x,63.83806,20.16361
"Böleäng, Tranbärsvägen 6",Umeå,x,x,x,x,x,63.82056,20.22361
"Rödäng, Rödängsvägen/Cellovägen",Umeå,x,x,x,x,x,63.84000,20.22139
"Rödäng, Timotejvägen 4",Umeå,x,x,x,x,x,63.83667,20.23333
"Teg, Centrum",Umeå,x,x,x,x,x,63.81972,20.25444
"Överboda, Bodumsvägen",Umeå,x,x,x,x,x,63.85111,19.92722
"Böleäng, ICA Fyrklövern",Umeå,x,x,x,x,x,63.81750,20.21194
"Sandahöjd, Himlastigen 5",Umeå,x,x,x,x,x,63.84639,20.29694
"Bodbyn, ICA Börsen i Bodbyn",Umeå,x,x,x,x,x,64.00417,20.39278
"Bullmark, Edmans handel",Bullmark,x,x,x,x,x,64.03389,20.48194
Tavelsjö ÅVC,Tavelsjö,x,x,x,x,x,64.03444,20.04861
Norrbyn,Hörnefors,x,x,x,x,x,63.56500,19.83139
Hörnefors (ÅVC),Hörnefors,x,x,x,x,x,63.61889,19.91889
"Hörnefors, Skogsvägen",Hörnefors,"",x,"","",x,63.62528,19.91944
Norrmjöle,Umeå,x,x,x,x,x,63.67333,20.11750
Stöckeby,Umeå,x,x,x,x,x,63.73917,20.23028
"Stöcksjö, Degernäsvägen",Umeå,x,x,x,x,x,63.77722,20.19056
"Västerhiske, Hundrastningen",Umeå,x,x,x,x,x,63.83333,20.19639
"Umeå, Parkgatan 4",Umeå,x,x,"",x,x,63.83056,20.26139
"Botsmark, Byagårdsvägen",Botsmark,x,x,x,x,x,64.25389,20.24444
"Sandbacka, Sandbackavägen 3",Umeå,x,x,x,x,x,63.83917,20.27500
"Flurkmark, Reningsverket",Umeå,x,x,x,x,x,63.97861,20.24694
Gravmark,Sävar,x,x,x,x,x,64.11472,20.39667
"Strömpilsplatsen, ICA Maxi",Umeå,x,x,x,x,x,63.79639,20.30222
"Carlshem, Kyrkan",Umeå,x,x,x,x,x,63.79861,20.31639
"Haga, Simhallen",Umeå,x,x,x,x,x,63.83250,20.28528
Yttersjö,Umeå,x,x,x,x,x,63.77167,19.99083
Sävar (ÅVC),Sävar,x,x,x,x,x,63.90944,20.53583
"Ersmark, Uno X",Umeå,x,x,x,x,x,63.89278,20.31306
"Ersboda, Coop Forum",Umeå,x,x,x,x,x,63.84972,20.30111
Dåva Deponi (ÅVC),Umeå,"",x,x,x,"",63.82806,20.25611
Klockarbäcken ÅVC,Umeå,x,x,x,x,x,63.85139,20.14833
"Hörnefors, Hantverksgatan",Hörnefors,x,x,x,x,x,63.63194,19.90806
Innertavle,Innertavle,x,x,x,x,x,63.81056,20.38972
Marieberg,Umeå,x,x,x,x,x,63.84472,20.32889
ICA Kvantum Kronoparken,Umeå,x,x,x,x,x,63.84056,20.19444
"Umeå, Stadshuset",Umeå,x,x,x,x,x,63.83056,20.24806
"Väst-Teg, Isladan vid",Umeå,x,x,x,x,x,63.81667,20.24139
"Umeå, Svingen Katolska Kyrkan",Umeå,x,x,x,x,x,63.82056,20.29139
"Öst-Teg, Långgatan 55",Umeå,x,x,x,x,x,63.81028,20.26861
Holmsund (ÅVC),Holmsund,x,x,x,x,x,63.70167,20.35639
Gimonäs (ÅVC),Umeå,x,x,x,x,x,63.79194,20.31028
"Dikanäs, Församlingshemsvägen",Dikanäs,x,x,x,x,x,65.23694,15.99861
"Klimpfjäll, Jarmos Livs & Bensin",Klimpfjäll,x,x,x,x,x,65.06056,14.79500
